model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
StackedEnsemble_AllModels_3_AutoML_1_20260730_221211,0.7543983553017647,0.2475434397382221,0.2353430133092153,0.3453167926052792,0.2611132867302996,0.0681801485070996
StackedEnsemble_AllModels_1_AutoML_1_20260730_221211,0.7543201960703007,0.2475563089836568,0.2353474736754381,0.3482825272779417,0.2611150932144223,0.0681810919043764
StackedEnsemble_AllModels_2_AutoML_1_20260730_221211,0.7542925911407979,0.247578787189508,0.235096115264985,0.3451181636686656,0.2611329880586904,0.0681904374524601
StackedEnsemble_BestOfFamily_4_AutoML_1_20260730_221211,0.7528343681207545,0.2480696113435213,0.2323237049209484,0.3511278709531911,0.2613575720781367,0.0683077804825784
StackedEnsemble_BestOfFamily_3_AutoML_1_20260730_221211,0.752763973123608,0.2480859021011376,0.2323206619192875,0.3499619887276806,0.2613609748040376,0.0683095591505167
StackedEnsemble_BestOfFamily_2_AutoML_1_20260730_221211,0.7527561581244704,0.2480920727086292,0.2323156383546377,0.3497678533682574,0.2613623055254578,0.0683102547495827
StackedEnsemble_BestOfFamily_1_AutoML_1_20260730_221211,0.7508344991652394,0.2485654208363538,0.229991938028793,0.3486382003026972,0.2615529017435916,0.0684099204104928
GBM_2_AutoML_1_20260730_221211,0.7488405017845972,0.2494215713184506,0.227217971616208,0.3547331350406023,0.261914423979419,0.0685991654884708
GBM_3_AutoML_1_20260730_221211,0.7467052182280759,0.2501266981434314,0.2242263177273823,0.3543989952056813,0.2622828699403577,0.0687923038641506
GLM_1_AutoML_1_20260730_221211,0.7446634490365114,0.2505980117575825,0.2186468524299078,0.3537822106568681,0.2624570496659718,0.0688837029193663
GBM_5_AutoML_1_20260730_221211,0.7434670554842205,0.2514740167379781,0.2213354775499626,0.3519733683835026,0.2624954097663651,0.0689038401484119
GBM_grid_1_AutoML_1_20260730_221211_model_1,0.7394378696357995,0.2527370536221122,0.215046006777962,0.3604908595625807,0.2630429135710643,0.0691915743799544
GBM_1_AutoML_1_20260730_221211,0.7383624506537004,0.2525824591993711,0.2179808445361228,0.353872142316911,0.2631074742034683,0.0692255429817287
GBM_4_AutoML_1_20260730_221211,0.7379765251359514,0.252803908653067,0.214411902840901,0.3573619418209868,0.2633577270745595,0.0693572924098781
DRF_1_AutoML_1_20260730_221211,0.7118018115016373,0.2583179889966558,0.1946647589178146,0.3714517826565323,0.2649233757933993,0.0701843950417706
DeepLearning_grid_1_AutoML_1_20260730_221211_model_1,0.7050032081139781,0.2638803919511096,0.1925037255302089,0.3663310862686487,0.2653378676480289,0.0704041840080029
DeepLearning_1_AutoML_1_20260730_221211,0.6927429464241803,0.2632414239432534,0.1834023415024608,0.3757957870934845,0.2661933853331988,0.0708589183951488
XRT_1_AutoML_1_20260730_221211,0.6585430048429104,0.27812722868096,0.1462315281904621,0.4003972926070515,0.272973220821271,0.0745143792855383
GBM_grid_1_AutoML_1_20260730_221211_model_2,0.654622143216428,0.2748647063167261,0.1543358168342422,0.3923140276681807,0.2706219059218363,0.0732362159647672
