framework,framework_version,dataset,seed,folds,optimization_metric,maximum_runtime_seconds,train_rows,test_rows,number_of_features,number_of_categorical_features,number_of_numerical_features,leader_model,training_runtime_seconds,prediction_runtime_seconds,total_runtime_seconds,accuracy,macro_precision,macro_recall,macro_f1,positive_class_precision,positive_class_recall,positive_class_f1,roc_auc,true_negatives,false_positives,false_negatives,true_positives
H2O AutoML,3.46.0.11,Home Credit Default Risk,42,5,AUC,1800,246008,61503,120,16,104,StackedEnsemble_AllModels_3_AutoML_1_20260730_221211,1803.8703980001155,2.4592067000921816,1806.3296047002077,0.8452433214639936,0.5934493745299866,0.6542054703416327,0.6103821990167748,0.24092409240924093,0.4263846928499496,0.3078824898196626,0.7583888948915,49868,6670,2848,2117
