model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
GBM_3_AutoML_3_20260726_211003,0.9949638802889578,0.0903548801662916,0.996900693534422,0.0340557275541795,0.1629411975588174,0.0265498338619015
StackedEnsemble_BestOfFamily_2_AutoML_3_20260726_211003,0.9949638802889578,0.077137032807349,0.9967146733593744,0.0240454076367389,0.1453886988352128,0.0211378737489962
GLM_1_AutoML_3_20260726_211003,0.9949019607843136,0.0815155713450339,0.9965334045673074,0.0252321981424148,0.1487288346627364,0.0221202662601355
GBM_grid_1_AutoML_3_20260726_211003_model_13,0.9949019607843136,0.0867234329149897,0.9968315884378546,0.0352425180598555,0.1579906891887517,0.0249610578703367
DeepLearning_grid_1_AutoML_3_20260726_211003_model_5,0.9946336429308564,0.0992414790237427,0.9963098723905022,0.0287925696594427,0.1481090844336481,0.0219363008917735
GBM_grid_1_AutoML_3_20260726_211003_model_10,0.9945717234262128,0.0855965136515335,0.9965411186070996,0.0276057791537667,0.1522209659684246,0.0231712224803602
GBM_2_AutoML_3_20260726_211003,0.9945098039215686,0.0935878522107822,0.9966227371622962,0.0393704850361197,0.1644504969511046,0.0270439659474652
StackedEnsemble_AllModels_1_AutoML_3_20260726_211003,0.9943034055727554,0.0775037046948202,0.9960558604511384,0.0252321981424148,0.1429310672930552,0.0204292899975318
GBM_grid_1_AutoML_3_20260726_211003_model_2,0.994282765737874,0.0913386179076557,0.9964583868682212,0.0323013415892672,0.1603676376095947,0.0257177791924823
GBM_4_AutoML_3_20260726_211003,0.9942621259029928,0.0862927446713565,0.996294816128977,0.030546955624355,0.1551204133275956,0.0240623426309241
StackedEnsemble_BestOfFamily_3_AutoML_3_20260726_211003,0.9941795665634674,0.0843059130252952,0.9961898347884214,0.0287409700722394,0.1539152133971932,0.0236898929151035
DeepLearning_grid_3_AutoML_3_20260726_211003_model_1,0.9941176470588236,0.0997274093140199,0.9962664495419054,0.0346233230134158,0.1622262676549208,0.0263173619172459
StackedEnsemble_BestOfFamily_6_AutoML_3_20260726_211003,0.9941176470588236,0.0800836428249222,0.9959925063759396,0.0269865841073271,0.1463470219291391,0.0214174508275279
GBM_grid_1_AutoML_3_20260726_211003_model_6,0.9940350877192984,0.0920631979786092,0.9962935327030258,0.0411248710010319,0.163527992819497,0.0267414044355734
