model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
StackedEnsemble_AllModels_4_AutoML_9_20260726_220953,0.8688176197836167,0.425766164134585,0.8260710121786135,0.1869416537867078,0.3655896205473692,0.1336557706519694
GBM_grid_1_AutoML_9_20260726_220953_model_4,0.8675521638330757,0.4319046252296242,0.8285606142466486,0.2037828438948995,0.3690966160932689,0.1362323120115019
StackedEnsemble_BestOfFamily_4_AutoML_9_20260726_220953,0.8673203245749613,0.4273629797728925,0.825391810956836,0.1959408809891808,0.3664807631316485,0.1343081497455555
StackedEnsemble_Best1000_1_AutoML_9_20260726_220953,0.8672642967542504,0.4275111964565203,0.8275965935083117,0.1933056414219474,0.3668037034932774,0.1345449568963841
StackedEnsemble_BestOfFamily_5_AutoML_9_20260726_220953,0.8670459814528594,0.4298239920944468,0.8253703137485546,0.1992387944358578,0.3671725315512729,0.1348156679257705
StackedEnsemble_BestOfFamily_7_AutoML_9_20260726_220953,0.8663137557959815,0.4286897413170681,0.8287691381546053,0.2009872488408037,0.3669975414071564,0.1346871953988974
StackedEnsemble_AllModels_6_AutoML_9_20260726_220953,0.8657959814528593,0.4329466190355305,0.8164788307409273,0.1961476043276661,0.367543438203982,0.1350881789668043
StackedEnsemble_AllModels_3_AutoML_9_20260726_220953,0.8654250386398763,0.4276785556849946,0.8301413700340897,0.1890784389489953,0.3665255173138793,0.1343409548422068
StackedEnsemble_BestOfFamily_2_AutoML_9_20260726_220953,0.8652724111282843,0.4327911773449955,0.8286107895011955,0.2001004636785162,0.3690488347183392,0.136197042406964
GBM_5_AutoML_9_20260726_220953,0.8652047913446678,0.4303461961772944,0.8292526777509174,0.1889857032457496,0.3683184901447207,0.1356585101824867
StackedEnsemble_BestOfFamily_3_AutoML_9_20260726_220953,0.8634389489953632,0.431471455086298,0.8211662876699775,0.19012171561051,0.3682766178718082,0.1356276672710978
GBM_grid_1_AutoML_9_20260726_220953_model_6,0.863241885625966,0.4373526202672578,0.8241645753707246,0.2022159969088098,0.3717327997283569,0.1381852743938827
GBM_grid_1_AutoML_9_20260726_220953_model_7,0.8629153786707883,0.437947178178552,0.822482247576434,0.2009408809891808,0.371929816214345,0.1383317881892365
StackedEnsemble_AllModels_1_AutoML_9_20260726_220953,0.8623628284389491,0.4361660633648752,0.8229547875924591,0.1983056414219474,0.3708839017873856,0.137554868605035
GBM_grid_1_AutoML_9_20260726_220953_model_11,0.8623338485316846,0.4388815815405935,0.8217219217720141,0.2032380216383307,0.3734612947529689,0.1394733386785639
GBM_grid_1_AutoML_9_20260726_220953_model_12,0.8615823029366306,0.4383199545148153,0.8231741234576296,0.2059621329211746,0.3716939700879867,0.1381564073997691
GBM_grid_1_AutoML_9_20260726_220953_model_32,0.8615552550231839,0.433457699815841,0.8269109456260579,0.1938504636785162,0.3694219117539398,0.1364725488839357
GBM_4_AutoML_9_20260726_220953,0.8613910355486863,0.4386488337430748,0.8220680080553511,0.202870942812983,0.3708923182576139,0.1375611117425071
GBM_grid_1_AutoML_9_20260726_220953_model_3,0.8613659196290573,0.435301899238562,0.8286135569202281,0.207896058732612,0.3712186482295145,0.137803284793348
GBM_grid_1_AutoML_9_20260726_220953_model_28,0.8607515455950541,0.4367765890289752,0.8224354898177467,0.2022372488408037,0.3714196754121269,0.1379525752832496
GBM_grid_1_AutoML_9_20260726_220953_model_2,0.8606278979907264,0.4335436783471078,0.824695396968704,0.2022159969088098,0.3694162160798375,0.1364683407027452
StackedEnsemble_AllModels_2_AutoML_9_20260726_220953,0.8604868624420402,0.43520796509845,0.82010228531637,0.1950792117465224,0.3697631890363991,0.1367248159663678
GBM_grid_1_AutoML_9_20260726_220953_model_10,0.8598338485316847,0.4436884395079489,0.8207390124163334,0.2095768933539412,0.3759946601404337,0.1413719844541202
GBM_3_AutoML_9_20260726_220953,0.8598280525502319,0.4387960581686255,0.8224339506707256,0.2012113601236476,0.3723244235954149,0.1386254764056579
GBM_grid_1_AutoML_9_20260726_220953_model_30,0.8593933539412675,0.4362170359598985,0.8290165235547103,0.207896058732612,0.3709188183018992,0.1375807697704773
GBM_2_AutoML_9_20260726_220953,0.858622488408037,0.4386932549266788,0.8190370366837497,0.197896058732612,0.3714877162266541,0.138003123307295
GBM_grid_1_AutoML_9_20260726_220953_model_8,0.8579752704791345,0.4417330123480031,0.8196033262927719,0.2047836166924266,0.3745361159285392,0.1402773021348361
GBM_grid_1_AutoML_9_20260726_220953_model_1,0.8577414992272024,0.4424730010814369,0.8218387167521813,0.2060336166924266,0.3729754770787732,0.1391107065021385
GBM_grid_1_AutoML_9_20260726_220953_model_27,0.8562384080370944,0.4441880574638768,0.8162003585802595,0.1984408809891808,0.3726752502137991,0.1388868421219177
GBM_grid_1_AutoML_9_20260726_220953_model_29,0.8560857805255024,0.4447576905689203,0.8158890892298261,0.2025540958268933,0.3735323121887591,0.1395263882490806
StackedEnsemble_AllModels_5_AutoML_9_20260726_220953,0.8550772797527049,0.4528151249553216,0.7948134665316317,0.2031916537867079,0.3715224175651885,0.1380289067534823
GBM_grid_1_AutoML_9_20260726_220953_model_9,0.8543160741885625,0.4496228474552713,0.8150164802689023,0.2175579598145285,0.3781343655562433,0.1429855984146226
XRT_1_AutoML_9_20260726_220953,0.853216769706337,0.4926640182874994,0.804436799753249,0.2013292117465224,0.3972997135967127,0.1578470624240299
DRF_1_AutoML_9_20260726_220953,0.8527434312210201,0.6075199069504248,0.798446745314415,0.204146058732612,0.3840507449737386,0.1474949747148836
GBM_grid_1_AutoML_9_20260726_220953_model_13,0.8515455950540959,0.455250095486295,0.8127937006634225,0.2161224884080371,0.3805678448586875,0.144831884540386
DeepLearning_grid_3_AutoML_9_20260726_220953_model_2,0.8464431993817619,0.4718555872473676,0.7863897761761652,0.2076429675425039,0.382763370564419,0.1465077978458348
DeepLearning_grid_1_AutoML_9_20260726_220953_model_1,0.8454810664605873,0.5279444669487027,0.7899163628426452,0.2124188562596599,0.3902895160368393,0.1523259063282703
DeepLearning_grid_1_AutoML_9_20260726_220953_model_3,0.8448879443585782,0.5124500654105534,0.798732997814243,0.2115320710973725,0.3857496342418095,0.1488027803176898
DeepLearning_grid_3_AutoML_9_20260726_220953_model_7,0.8435993044822258,0.492336902581408,0.8027516709419812,0.2146908809891808,0.3903045037273803,0.1523376056298766
StackedEnsemble_BestOfFamily_1_AutoML_9_20260726_220953,0.8432708655332304,0.4600823195749505,0.8044838365101812,0.231920401854714,0.3839946201874868,0.1474518683329322
GLM_1_AutoML_9_20260726_220953,0.8427260432766615,0.4637338868621271,0.7971823909603968,0.2296271251931994,0.3855777543615026,0.1486702046584592
DeepLearning_grid_1_AutoML_9_20260726_220953_model_2,0.8424343122102008,0.4860546818911036,0.8057122474732354,0.2138040958268933,0.3863905948643147,0.149297691799599
GBM_1_AutoML_9_20260726_220953,0.8422642967542505,0.462542230917405,0.8002454689887348,0.2380564142194745,0.3852608924440081,0.1484259552467535
DeepLearning_1_AutoML_9_20260726_220953,0.8422140649149923,0.481312751646648,0.8035700243054159,0.230919629057187,0.3910277475304443,0.1529026993387329
StackedEnsemble_BestOfFamily_6_AutoML_9_20260726_220953,0.84125,0.4767533148887324,0.7936343643692219,0.2239605873261205,0.3885919201981375,0.1510036804432756
DeepLearning_grid_3_AutoML_9_20260726_220953_model_3,0.8403554868624421,0.4873352121734123,0.7896081134058112,0.2163253477588872,0.3876614420934385,0.1502813936859643
DeepLearning_grid_2_AutoML_9_20260726_220953_model_1,0.8393218701700155,0.6542458692623544,0.7863977991420742,0.2127820710973725,0.3953842466929866,0.1563287025329804
GBM_grid_1_AutoML_9_20260726_220953_model_33,0.8392793663060277,0.4660846323324293,0.7939296587517928,0.2359157650695517,0.386475055808024,0.1493629687618152
GBM_grid_1_AutoML_9_20260726_220953_model_5,0.8391421947449768,0.493833123557637,0.7760339122497617,0.215894513137558,0.3919699784940878,0.1536404640406556
DeepLearning_grid_2_AutoML_9_20260726_220953_model_3,0.8369629057187017,0.502133822497485,0.7935593478725674,0.2187113601236476,0.3928192426061362,0.1543069573616585
DeepLearning_grid_3_AutoML_9_20260726_220953_model_1,0.8358481452859352,0.5569577746964827,0.7825681998525416,0.2149652241112828,0.3911348804163894,0.1529864946783432
GBM_grid_1_AutoML_9_20260726_220953_model_31,0.8352395672333848,0.4774116872809153,0.794888081435981,0.2306665378670788,0.3919668254852968,0.1536379922810211
DeepLearning_grid_1_AutoML_9_20260726_220953_model_4,0.8338214837712519,0.6939415155402145,0.7842291284908238,0.2162364760432766,0.3969533017327473,0.1575719237565295
DeepLearning_grid_1_AutoML_9_20260726_220953_model_5,0.8317426584234932,0.5497399055975225,0.7872065548900595,0.2019165378670788,0.3959922300098127,0.1568098462281444
DeepLearning_grid_2_AutoML_9_20260726_220953_model_2,0.8272836166924267,0.4837009939983674,0.7879209883685204,0.2370092735703246,0.3926855573226289,0.1542019469297837
DeepLearning_grid_1_AutoML_9_20260726_220953_model_6,0.7757322256568779,0.7601467951522001,0.7099402865178706,0.2508945131375579,0.4367581071888582,0.1907576441951941
