framework,dataset,seed,best_model,accuracy,precision_macro,recall_macro,f1_macro,search_runtime_seconds,total_runtime_seconds
PyCaret,breast_cancer,42,LogisticRegression,0.9824561403508771,0.9811507936507937,0.9811507936507937,0.9811507936507937,4.490111900027841,5.365378800081089
PyCaret,breast_cancer,123,LogisticRegression,0.9736842105263158,0.9741062479117941,0.9692460317460317,0.9715828832571666,5.586566899903119,6.29295130004175
PyCaret,breast_cancer,2026,LogisticRegression,0.9736842105263158,0.9741062479117941,0.9692460317460317,0.9715828832571666,6.672980000032112,9.161379399942234
PyCaret,wine,42,LogisticRegression,0.9722222222222222,0.9777777777777779,0.9666666666666667,0.9709618874773139,6.1810317998752,8.640538499923423
PyCaret,wine,123,LogisticRegression,1.0,1.0,1.0,1.0,6.024584600003436,8.432648899964988
PyCaret,wine,2026,LogisticRegression,0.9722222222222222,0.9743589743589745,0.9761904761904763,0.974320987654321,7.296286599943414,9.199280699947849
PyCaret,titanic,42,LGBMClassifier,0.8091603053435115,0.7978395061728395,0.7978395061728395,0.7978395061728395,6.7902919999323785,8.874241600045934
PyCaret,titanic,123,LGBMClassifier,0.7633587786259542,0.7503196930946292,0.7416666666666667,0.7451681726907631,5.862944299820811,7.657187999924645
PyCaret,titanic,2026,GradientBoostingClassifier,0.7977099236641222,0.7938009019317493,0.7694444444444444,0.7774786468599266,5.228045100113377,7.08950709993951
