model_id,mean_per_class_error,logloss,rmse,mse
DRF_1_AutoML_6_20260726_214008,0.0058479532163742,0.1288838433386895,0.16377714626102,0.0268229536374035
StackedEnsemble_AllModels_5_AutoML_6_20260726_214008,0.0058479532163742,0.1783224209235826,0.1723817588828826,0.0297154707955562
GBM_3_AutoML_6_20260726_214008,0.0058479532163742,0.0238001157328381,0.0847100120634975,0.0071757861437978
GBM_grid_1_AutoML_6_20260726_214008_model_12,0.0058479532163742,0.0274185656559599,0.0937591831090063,0.0087907844172681
GBM_grid_1_AutoML_6_20260726_214008_model_30,0.0058479532163742,0.0291506794891964,0.092148848099027,0.0084914102059775
GBM_grid_1_AutoML_6_20260726_214008_model_84,0.0058479532163742,0.0293909360877391,0.092505450836668,0.0085572584344952
StackedEnsemble_BestOfFamily_3_AutoML_6_20260726_214008,0.0058479532163742,0.121487963982027,0.1334286377650351,0.0178032013758329
GBM_grid_1_AutoML_6_20260726_214008_model_22,0.0058479532163742,0.024349032876425,0.0847624105136141,0.0071846662360784
GBM_grid_1_AutoML_6_20260726_214008_model_90,0.0058479532163742,0.0240544671152397,0.0861573945705673,0.0074230966391884
GBM_grid_1_AutoML_6_20260726_214008_model_104,0.0058479532163742,0.0188216635667382,0.0765347485225571,0.005857567731411
DeepLearning_grid_1_AutoML_6_20260726_214008_model_3,0.0058479532163742,0.0284066842783375,0.0863008776229926,0.0074478414784987
StackedEnsemble_AllModels_3_AutoML_6_20260726_214008,0.0058479532163742,0.1232419227178184,0.1372914613750276,0.0188489453664906
StackedEnsemble_AllModels_1_AutoML_6_20260726_214008,0.0058479532163742,0.2092240245307926,0.2362483628287924,0.0558132889392847
GBM_grid_1_AutoML_6_20260726_214008_model_28,0.0058479532163742,0.0345562220059185,0.0991680355334197,0.0098342992715576
GBM_grid_1_AutoML_6_20260726_214008_model_79,0.0058479532163742,0.0348033474061485,0.0948735406658484,0.0090009887184744
GBM_grid_1_AutoML_6_20260726_214008_model_101,0.0058479532163742,0.0252410138704909,0.0866835378067543,0.007514035726695
GBM_grid_1_AutoML_6_20260726_214008_model_96,0.0058479532163742,0.0208770262290275,0.080940889649582,0.0065514276172658
StackedEnsemble_BestOfFamily_2_AutoML_6_20260726_214008,0.0058479532163742,0.1923873632643032,0.2171445923098324,0.0471517739694033
GBM_grid_1_AutoML_6_20260726_214008_model_75,0.0058479532163742,0.0216419905590846,0.079207966907769,0.0062739020216622
GBM_grid_1_AutoML_6_20260726_214008_model_65,0.0058479532163742,0.0176238999953288,0.0697954909624728,0.0048714105586926
GBM_grid_1_AutoML_6_20260726_214008_model_26,0.0058479532163742,0.0236008008286894,0.0846418225522699,0.0071642381249699
GBM_grid_1_AutoML_6_20260726_214008_model_47,0.0058479532163742,0.0217970218476856,0.0848826958251707,0.0072050720505484
GBM_grid_1_AutoML_6_20260726_214008_model_72,0.0058479532163742,0.0202281521379068,0.08054951914895,0.006488225035127
GBM_grid_1_AutoML_6_20260726_214008_model_5,0.0058479532163742,0.0330091526635868,0.0945149209201345,0.0089330702765392
