model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
DeepLearning_grid_1_AutoML_7_20260726_215010_model_2,0.8405776661514683,0.4855054056198128,0.8030655840946079,0.2196232612055641,0.3875260793170965,0.1501764621508806
GBM_grid_1_AutoML_7_20260726_215010_model_1,0.8401758114374034,0.4586603451334946,0.8023353027308906,0.2094841576506955,0.3805149867119985,0.1447916551124324
GBM_grid_1_AutoML_7_20260726_215010_model_34,0.8396367851622875,0.4613837435597867,0.7986183898538005,0.2236476043276661,0.3843058721010258,0.1476910033313299
DeepLearning_grid_1_AutoML_7_20260726_215010_model_5,0.8369146058732612,0.5182572042827992,0.7989130308463591,0.2278496908809892,0.40027583884515,0.1602207471631885
GBM_grid_1_AutoML_7_20260726_215010_model_33,0.8345363214837713,0.4613923083640898,0.8070674137484268,0.2207805255023184,0.3845398228421763,0.1478708753514923
DeepLearning_grid_1_AutoML_7_20260726_215010_model_16,0.8332592735703246,0.5260187689078117,0.8043665939204692,0.2307380216383307,0.3984892463146801,0.1587936794284418
GBM_grid_1_AutoML_7_20260726_215010_model_8,0.8329540185471406,0.471296791778095,0.7963132721947761,0.2115745749613601,0.3847935517245883,0.1480660774488234
DRF_1_AutoML_7_20260726_215010,0.8321522411128285,0.6018960406316606,0.7918576818837866,0.226895285935085,0.3953929682990269,0.1563355993803153
DeepLearning_grid_1_AutoML_7_20260726_215010_model_6,0.8313137557959814,0.5095091991959272,0.7934815136142034,0.2329636785162287,0.3976506810788259,0.1581260641624541
GLM_1_AutoML_7_20260726_215010,0.8310239567233385,0.47417107190336,0.794503648884454,0.2320343894899536,0.3911534913258557,0.1530010537764062
XRT_1_AutoML_7_20260726_215010,0.8308597372488408,0.5075586317893038,0.7747174124644871,0.229943972179289,0.4049484387281742,0.1639832380283858
DeepLearning_grid_1_AutoML_7_20260726_215010_model_3,0.8285993044822256,0.5164818423192016,0.8008822993997283,0.2200077279752705,0.3972679960669663,0.1578218606990631
StackedEnsemble_BestOfFamily_1_AutoML_7_20260726_215010,0.8284215610510046,0.469749214284649,0.7958665915217608,0.2365359350850077,0.3891468813824097,0.1514352952896552
StackedEnsemble_BestOfFamily_5_AutoML_7_20260726_215010,0.8273106646058732,0.487176858313596,0.7873869841031542,0.2223048686244204,0.3949041622778212,0.1559492973843477
DeepLearning_grid_1_AutoML_7_20260726_215010_model_15,0.8268025502318392,0.535871054770745,0.7922648367078913,0.2069165378670788,0.3951949982799115,0.1561790866654593
GBM_1_AutoML_7_20260726_215010,0.8266248068006182,0.4728129308020316,0.7916046863411113,0.2403071870170015,0.3908142082954425,0.1527357454055935
DeepLearning_grid_2_AutoML_7_20260726_215010_model_2,0.8261031684698609,0.5614732334052835,0.7851519902040869,0.2279173106646058,0.4078248161043935,0.1663210806305823
GBM_grid_1_AutoML_7_20260726_215010_model_37,0.8246039412673879,0.5078854417276687,0.7671580519849339,0.2207592735703245,0.4042556369922096,0.1634226200399771
GBM_grid_1_AutoML_7_20260726_215010_model_6,0.8231394899536321,0.4775134359604094,0.7942862206989336,0.239395285935085,0.3921364130270218,0.153770966421699
GBM_grid_1_AutoML_7_20260726_215010_model_29,0.820807573415765,0.4933129817554216,0.7890671664006452,0.242967542503864,0.3990479294191442,0.1592392499737062
GBM_grid_1_AutoML_7_20260726_215010_model_27,0.8206839258114373,0.4890171682665774,0.7965529546947266,0.2432167697063369,0.3965380992096917,0.1572424641248352
DeepLearning_1_AutoML_7_20260726_215010,0.8200579598145286,0.5083878750676337,0.7843799256616978,0.2336437403400309,0.4001983124004155,0.1601586892481405
GBM_grid_1_AutoML_7_20260726_215010_model_7,0.8176236476043277,0.4914736695194046,0.7825495692716317,0.238145285935085,0.3987039037459131,0.1589648028622303
DeepLearning_grid_1_AutoML_7_20260726_215010_model_1,0.8163948995363215,0.5191721250980109,0.7852122177576358,0.2472836166924266,0.4018864898061213,0.1615127506886856
DeepLearning_grid_2_AutoML_7_20260726_215010_model_1,0.8153110510046369,0.6080649796134315,0.7690985056154416,0.2304173106646058,0.4132588267094377,0.170782857853261
DeepLearning_grid_3_AutoML_7_20260726_215010_model_2,0.8150734157650695,0.5624588375639521,0.767157663321265,0.2297585007727975,0.4144605516780564,0.1717775488972789
DeepLearning_grid_1_AutoML_7_20260726_215010_model_7,0.8123589644513138,0.5567256777912187,0.7663973920857251,0.2418489180834621,0.4102269210324297,0.1682861267397473
DeepLearning_grid_1_AutoML_7_20260726_215010_model_4,0.7942407264296754,0.6221636559207052,0.7601751997968889,0.2450077279752704,0.4161570052292973,0.1731866530014174
DeepLearning_grid_3_AutoML_7_20260726_215010_model_1,0.7932708655332303,0.6298028852354831,0.7596236361947222,0.2658520092735703,0.4182419107172046,0.1749262958803781
