framework,dataset,selected_model,seed,folds,train_rows,test_rows,number_of_input_columns,setup_runtime_seconds,model_search_runtime_seconds,prediction_runtime_seconds,total_runtime_seconds,accuracy,macro_precision,macro_recall,macro_f1,positive_class_precision,positive_class_recall,positive_class_f1,roc_auc,true_negatives,false_positives,false_negatives,true_positives
PyCaret,Home Credit Default Risk,DecisionTreeClassifier,42,5,246008,61503,121,35.21575279999524,2526.54849820002,5.794120999984443,2567.5583719999995,0.8529177438498935,0.5357648535276518,0.5408890194857583,0.5378752747774016,0.14556192461351397,0.16878147029204432,0.15631412049990673,0.5408890194857583,51619,4919,4127,838
