model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
GBM_grid_1_AutoML_8_20260726_220002_model_7,0.8733114374034003,0.4185774151632108,0.8401438916609354,0.1930312982998454,0.3620392976156922,0.1310724530180638
StackedEnsemble_BestOfFamily_4_AutoML_8_20260726_220002,0.8725965996908811,0.4196667864802265,0.8346805388593609,0.1930100463678516,0.3626770762692946,0.1315346616512437
StackedEnsemble_BestOfFamily_6_AutoML_8_20260726_220002,0.8724149922720247,0.4185658243989609,0.8402530048053694,0.1965320710973724,0.3622277176716809,0.1312089194496349
StackedEnsemble_AllModels_3_AutoML_8_20260726_220002,0.8719358578052551,0.4189101099722436,0.8337691359911346,0.1861901081916537,0.3611040744013188,0.1303961525492331
StackedEnsemble_Best1000_1_AutoML_8_20260726_220002,0.8713736476043276,0.41990794116181,0.8374779376549696,0.1910085007727975,0.3637002370382864,0.1322778624217057
GBM_grid_1_AutoML_8_20260726_220002_model_13,0.8710877125193199,0.4211372094016983,0.8431780149845572,0.1927357032457496,0.3636852220190295,0.1322669407150307
StackedEnsemble_AllModels_6_AutoML_8_20260726_220002,0.8707689335394128,0.4198032910492025,0.8285785148412164,0.1889857032457496,0.3619151009947018,0.1309825403280052
StackedEnsemble_AllModels_4_AutoML_8_20260726_220002,0.8702086553323028,0.4219884418435748,0.8321462222304893,0.1899652241112828,0.3630642560739887,0.1318156540385588
GBM_grid_1_AutoML_8_20260726_220002_model_32,0.8700482998454405,0.4237795696864347,0.8402368075049514,0.1973261205564142,0.3659468421446963,0.1339170912756752
GBM_4_AutoML_8_20260726_220002,0.8692465224111283,0.4251819700618423,0.8316538279792544,0.199395285935085,0.3665085014220476,0.1343284816146351
GBM_grid_1_AutoML_8_20260726_220002_model_38,0.8689335394126739,0.4264602521602338,0.8354747773394282,0.1901429675425038,0.3664209895777042,0.134264341603104
StackedEnsemble_BestOfFamily_2_AutoML_8_20260726_220002,0.8688794435857805,0.4247984804087988,0.8278403509821396,0.1948724884080371,0.367033168336703,0.1347133466592786
