model_id,mean_per_class_error,logloss,rmse,mse
GBM_grid_1_AutoML_4_20260726_212002_model_48,0.0175438596491228,0.0615157594315455,0.1366868345873287,0.0186832907495037
GBM_grid_1_AutoML_4_20260726_212002_model_29,0.0175438596491228,0.0715813373976135,0.1440404822394213,0.020747660523765
GBM_grid_1_AutoML_4_20260726_212002_model_158,0.0175438596491228,0.0870216221781915,0.1605395418719137,0.0257729445044439
GBM_grid_1_AutoML_4_20260726_212002_model_82,0.0175438596491228,0.0745479979434827,0.1437297842092307,0.020658250868832
GBM_grid_1_AutoML_4_20260726_212002_model_151,0.0175438596491228,0.0759436543818732,0.1425807131571399,0.0203292597643986
DeepLearning_grid_1_AutoML_4_20260726_212002_model_4,0.0175438596491228,0.0731924129938463,0.1337582023747542,0.0178912567025257
GBM_grid_1_AutoML_4_20260726_212002_model_15,0.0175438596491228,0.0610733376561748,0.1346663436589679,0.0181350241144752
GBM_grid_1_AutoML_4_20260726_212002_model_114,0.0175438596491228,0.068961231964331,0.1438339377643003,0.0206882016527846
GBM_grid_1_AutoML_4_20260726_212002_model_121,0.0175438596491228,0.0717471932707435,0.1431508215355439,0.0204921577063011
GBM_grid_1_AutoML_4_20260726_212002_model_146,0.0175438596491228,0.0677847545265959,0.1378199269537773,0.0189943322655445
GLM_1_AutoML_4_20260726_212002,0.0175438596491228,0.0537212871899883,0.1124500890316374,0.0126450225232231
DeepLearning_grid_1_AutoML_4_20260726_212002_model_8,0.0175438596491228,0.0377516738789391,0.1122636930625133,0.0126031367800342
GBM_grid_1_AutoML_4_20260726_212002_model_115,0.0175438596491228,0.049069038462757,0.1239925408001987,0.0153741501740889
GBM_grid_1_AutoML_4_20260726_212002_model_155,0.0175438596491228,0.0747948874499935,0.1450665995876579,0.0210443183159258
GBM_2_AutoML_4_20260726_212002,0.0175438596491228,0.0745266065515082,0.1533305277710956,0.0235102507465627
GBM_grid_1_AutoML_4_20260726_212002_model_62,0.0175438596491228,0.0680608978316701,0.1390455551185694,0.0193336663982311
GBM_grid_1_AutoML_4_20260726_212002_model_130,0.0175438596491228,0.0560538457300731,0.133117897658738,0.0177203746770822
GBM_grid_1_AutoML_4_20260726_212002_model_149,0.0175438596491228,0.0751953646066524,0.1442661892527397,0.0208127333615073
GBM_grid_1_AutoML_4_20260726_212002_model_124,0.0175438596491228,0.0809235483466587,0.1506764878916455,0.0227034040033612
GBM_grid_1_AutoML_4_20260726_212002_model_162,0.0175438596491228,0.0700654207560622,0.1429179657815396,0.0204255449431333
GBM_grid_1_AutoML_4_20260726_212002_model_19,0.0175438596491228,0.0637825807986664,0.1357197972034359,0.0184198633529417
GBM_grid_1_AutoML_4_20260726_212002_model_90,0.0175438596491228,0.0648441773985531,0.1319920975733607,0.0174219138218155
GBM_grid_1_AutoML_4_20260726_212002_model_131,0.0175438596491228,0.0695659141863726,0.1418021867762252,0.0201078601745194
DeepLearning_grid_3_AutoML_4_20260726_212002_model_2,0.0175438596491228,0.0839490884932992,0.1334113563951225,0.0177985900151864
GBM_grid_1_AutoML_4_20260726_212002_model_39,0.0175438596491228,0.0751573513080011,0.1443531117005027,0.0208378208576178
GBM_grid_1_AutoML_4_20260726_212002_model_105,0.0175438596491228,0.052329218398814,0.126732822989788,0.0160612084229609
GBM_grid_1_AutoML_4_20260726_212002_model_97,0.0175438596491228,0.0521920124431701,0.1290531565555461,0.0166547172169503
GBM_grid_1_AutoML_4_20260726_212002_model_23,0.0175438596491228,0.0697504252087431,0.1455414641606328,0.0211823177900207
GBM_grid_1_AutoML_4_20260726_212002_model_36,0.0175438596491228,0.0702223812393063,0.143877172164881,0.0207006406701628
GBM_grid_1_AutoML_4_20260726_212002_model_150,0.0175438596491228,0.0915127215592367,0.1541040447284117,0.0237480566016563
GBM_grid_1_AutoML_4_20260726_212002_model_88,0.0175438596491228,0.084229503988208,0.150382737152629,0.0226149676335167
GBM_grid_1_AutoML_4_20260726_212002_model_60,0.0175438596491228,0.0389877049911576,0.1104701119951616,0.0122036456442235
GBM_grid_1_AutoML_4_20260726_212002_model_69,0.0175438596491228,0.0341550093248362,0.1056603498907781,0.0111641095390416
GBM_grid_1_AutoML_4_20260726_212002_model_47,0.0175438596491228,0.0515950316706145,0.1279384236110303,0.0163682402360754
GBM_grid_1_AutoML_4_20260726_212002_model_147,0.0175438596491228,0.0719598327361006,0.1409792799788861,0.0198751573833651
DeepLearning_grid_1_AutoML_4_20260726_212002_model_2,0.0175438596491228,0.0694134939277292,0.1343751090363468,0.01805666992853
GBM_grid_1_AutoML_4_20260726_212002_model_153,0.0175438596491228,0.0790809990663658,0.1510042181444257,0.0228022738974093
GBM_grid_1_AutoML_4_20260726_212002_model_55,0.0175438596491228,0.0787785394270986,0.1481863246240637,0.0219591868055884
DRF_1_AutoML_4_20260726_212002,0.0175438596491228,0.1574045469774277,0.1944550196003406,0.0378127546477688
DeepLearning_grid_1_AutoML_4_20260726_212002_model_5,0.0175438596491228,0.0490933137405258,0.1228746098193356,0.0150981697382539
GBM_grid_1_AutoML_4_20260726_212002_model_122,0.0175438596491228,0.0790570328599954,0.1471580772968502,0.0216554997137057
GBM_grid_1_AutoML_4_20260726_212002_model_5,0.0175438596491228,0.0683117080634905,0.1425828610717453,0.0203298722714046
GBM_grid_1_AutoML_4_20260726_212002_model_89,0.0175438596491228,0.0610264104521098,0.133845723647189,0.0179146777386396
DeepLearning_grid_1_AutoML_4_20260726_212002_model_10,0.0175438596491228,0.0838265864296881,0.1450999749168773,0.0210540027208784
StackedEnsemble_BestOfFamily_1_AutoML_4_20260726_212002,0.0175438596491228,0.2094892094800287,0.2242913532195334,0.0503066111290495
GBM_grid_1_AutoML_4_20260726_212002_model_106,0.0175438596491228,0.0751696895606907,0.1507752876291212,0.0227331873596442
GBM_grid_1_AutoML_4_20260726_212002_model_127,0.0175438596491228,0.0695563712197422,0.1429922931513139,0.0204467959006712
GBM_grid_1_AutoML_4_20260726_212002_model_58,0.0175438596491228,0.0833442347390221,0.1500013644891043,0.0225004093485931
GBM_grid_1_AutoML_4_20260726_212002_model_80,0.0175438596491228,0.0665194825564359,0.140084576951398,0.0196236886996521
GBM_grid_1_AutoML_4_20260726_212002_model_138,0.0175438596491228,0.0803381342027295,0.1525355836067833,0.023267104266262
GBM_grid_1_AutoML_4_20260726_212002_model_86,0.0175438596491228,0.0679990841523426,0.1425987512585588,0.0203344038605003
GBM_grid_1_AutoML_4_20260726_212002_model_78,0.0175438596491228,0.0592281331265841,0.1274691484715555,0.0162483838120634
GBM_grid_1_AutoML_4_20260726_212002_model_140,0.0175438596491228,0.050910234625911,0.1247020142671575,0.0155505923622863
GBM_grid_1_AutoML_4_20260726_212002_model_129,0.0175438596491228,0.0600197262348372,0.1329534683481198,0.0176766247457945
GBM_4_AutoML_4_20260726_212002,0.0175438596491228,0.0672974678537759,0.1452638932128155,0.0211015986713442
GBM_grid_1_AutoML_4_20260726_212002_model_102,0.0175438596491228,0.0798713462730287,0.1523203706344119,0.0232014953102046
DeepLearning_grid_2_AutoML_4_20260726_212002_model_2,0.0175438596491228,0.0602123511403703,0.1185511017180607,0.0140543637185659
GBM_grid_1_AutoML_4_20260726_212002_model_61,0.0175438596491228,0.0771717415845064,0.1460626875355386,0.0213343086901043
GBM_grid_1_AutoML_4_20260726_212002_model_143,0.0175438596491228,0.0716675219665431,0.1378848030068028,0.0190122189002248
GBM_grid_1_AutoML_4_20260726_212002_model_73,0.0175438596491228,0.0761422364816243,0.1527820057367845,0.0233423412769548
GBM_grid_1_AutoML_4_20260726_212002_model_76,0.0175438596491228,0.0599601610510547,0.1305869443259507,0.0170529500283889
XRT_1_AutoML_4_20260726_212002,0.0175438596491228,0.1443362338665,0.1809121791493816,0.0327292165645779
GBM_grid_1_AutoML_4_20260726_212002_model_44,0.0175438596491228,0.0429964215184679,0.1165452229356791,0.0135827889891271
DeepLearning_grid_1_AutoML_4_20260726_212002_model_6,0.0175438596491228,0.0806901357092259,0.1165854528032588,0.0135921678053408
StackedEnsemble_BestOfFamily_2_AutoML_4_20260726_212002,0.0187881050143088,0.2054341196585893,0.2205565253569152,0.0486451808775156
StackedEnsemble_AllModels_1_AutoML_4_20260726_212002,0.0187881050143088,0.2041190719466069,0.2207005905396291,0.048708750664541
GBM_grid_1_AutoML_4_20260726_212002_model_11,0.023391812865497,0.0786619432926196,0.1550144700400865,0.0240294859218088
GBM_grid_1_AutoML_4_20260726_212002_model_141,0.023391812865497,0.0751750287269638,0.1569336983923918,0.0246281856911142
GBM_grid_1_AutoML_4_20260726_212002_model_68,0.023391812865497,0.0611689798023615,0.1381572924666013,0.019087437461702
GBM_grid_1_AutoML_4_20260726_212002_model_38,0.023391812865497,0.0763397174397085,0.1502967871342988,0.0225891242228927
DeepLearning_grid_3_AutoML_4_20260726_212002_model_1,0.023391812865497,0.108436098697908,0.1537333281159199,0.0236339361735971
GBM_grid_1_AutoML_4_20260726_212002_model_110,0.023391812865497,0.0795183010372541,0.1568697392779863,0.0246081151011434
GBM_grid_1_AutoML_4_20260726_212002_model_94,0.023391812865497,0.0594593868002969,0.1361581750541344,0.0185390486340723
GBM_grid_1_AutoML_4_20260726_212002_model_100,0.023391812865497,0.0791817705038974,0.1570181731714486,0.024654706706099
GBM_grid_1_AutoML_4_20260726_212002_model_159,0.023391812865497,0.0731250882206395,0.1459123210950323,0.0212904054473398
GBM_grid_1_AutoML_4_20260726_212002_model_79,0.023391812865497,0.073590749740326,0.1504323043279166,0.0226298781854069
GBM_grid_1_AutoML_4_20260726_212002_model_54,0.023391812865497,0.0489054944524081,0.1296293034348208,0.0168037563089968
GBM_grid_1_AutoML_4_20260726_212002_model_26,0.023391812865497,0.0730677902521492,0.15234143027635,0.023207911378644
GBM_grid_1_AutoML_4_20260726_212002_model_12,0.023391812865497,0.0637104788546253,0.1431994611760352,0.0205060856811068
GBM_grid_1_AutoML_4_20260726_212002_model_70,0.023391812865497,0.0704371914280227,0.1469526431014228,0.0215950793144941
GBM_grid_1_AutoML_4_20260726_212002_model_51,0.023391812865497,0.0676453204249409,0.1455445105043049,0.0211832045379377
GBM_grid_1_AutoML_4_20260726_212002_model_1,0.023391812865497,0.0720405540274299,0.1472622784690085,0.0216861786598838
GBM_grid_1_AutoML_4_20260726_212002_model_123,0.023391812865497,0.1216239562236558,0.1809011729300323,0.0327252343674614
GBM_grid_1_AutoML_4_20260726_212002_model_111,0.024636058230683,0.0648883377012913,0.1439805695693769,0.0207304044135222
GBM_grid_1_AutoML_4_20260726_212002_model_109,0.024636058230683,0.0730952032519679,0.1511850873935409,0.0228569306501925
GBM_grid_1_AutoML_4_20260726_212002_model_28,0.024636058230683,0.0689932764335543,0.1439921253157904,0.0207337321529582
GBM_grid_1_AutoML_4_20260726_212002_model_2,0.024636058230683,0.0875120475267924,0.1680406413778061,0.0282376571546644
GBM_grid_1_AutoML_4_20260726_212002_model_101,0.024636058230683,0.0642614441444675,0.1421653672288466,0.0202109916393128
GBM_grid_1_AutoML_4_20260726_212002_model_84,0.024636058230683,0.0908208417581776,0.1637299252287761,0.0268074884154206
GBM_grid_1_AutoML_4_20260726_212002_model_91,0.024636058230683,0.0598685070828121,0.1375096174609394,0.0189088948942538
GBM_grid_1_AutoML_4_20260726_212002_model_30,0.024636058230683,0.0596171655900022,0.138978047738766,0.0193148977532787
GBM_grid_1_AutoML_4_20260726_212002_model_4,0.024636058230683,0.0631099759492817,0.1357475089386312,0.0184273861830437
GBM_grid_1_AutoML_4_20260726_212002_model_163,0.024636058230683,0.0742685111889842,0.1466924039518228,0.0215186613771647
GBM_grid_1_AutoML_4_20260726_212002_model_18,0.024636058230683,0.0728440132884285,0.1438750641583312,0.0207000340865639
GBM_grid_1_AutoML_4_20260726_212002_model_93,0.024636058230683,0.0641571677951083,0.1414389810979645,0.0200049853740303
GBM_grid_1_AutoML_4_20260726_212002_model_77,0.024636058230683,0.063227550154038,0.136610695329351,0.0186624820783687
GBM_grid_1_AutoML_4_20260726_212002_model_156,0.024636058230683,0.0656083874474137,0.1433326168498455,0.0205442390530246
GBM_grid_1_AutoML_4_20260726_212002_model_117,0.024636058230683,0.0625254996759516,0.1388776588772405,0.0192870041352231
GBM_grid_1_AutoML_4_20260726_212002_model_13,0.024636058230683,0.0706918083467516,0.1447631709994697,0.0209563756778217
GBM_grid_1_AutoML_4_20260726_212002_model_144,0.024636058230683,0.0715124666903804,0.1501240051721012,0.022537216928913
GBM_grid_1_AutoML_4_20260726_212002_model_108,0.024636058230683,0.0698032319532127,0.1458821921898348,0.0212816139981119
GBM_grid_1_AutoML_4_20260726_212002_model_9,0.024636058230683,0.0751753620324629,0.1493643138391805,0.0223096982486492
StackedEnsemble_AllModels_2_AutoML_4_20260726_212002,0.0263157894736842,0.2372181295184587,0.2514621541906164,0.0632332149901853
GBM_grid_1_AutoML_4_20260726_212002_model_134,0.0292397660818713,0.1087854317061604,0.1693774801509535,0.0286887307822866
GBM_grid_1_AutoML_4_20260726_212002_model_56,0.0292397660818713,0.0691605930231558,0.1534591897063615,0.023549722905333
GBM_grid_1_AutoML_4_20260726_212002_model_22,0.0292397660818713,0.0771644980212874,0.1539379273924002,0.0236968854898678
GBM_3_AutoML_4_20260726_212002,0.0304840114470573,0.0760895684676449,0.1544719380764184,0.0238615796530848
GBM_grid_1_AutoML_4_20260726_212002_model_64,0.0304840114470573,0.0908594683412292,0.1647429467137963,0.0271402384919447
GBM_grid_1_AutoML_4_20260726_212002_model_112,0.0304840114470573,0.0808900632133279,0.1556246326978337,0.0242190263023356
GBM_grid_1_AutoML_4_20260726_212002_model_139,0.0304840114470573,0.0766892194888295,0.1535524964725866,0.0235783691729637
GBM_grid_1_AutoML_4_20260726_212002_model_63,0.0304840114470573,0.0711803815026014,0.1514111260236621,0.0229253290837532
GBM_grid_1_AutoML_4_20260726_212002_model_128,0.0304840114470573,0.0741510018199488,0.1512823930976611,0.0228863624613552
GBM_grid_1_AutoML_4_20260726_212002_model_72,0.0304840114470573,0.0881859604718559,0.1622959620521585,0.0263399792984356
GBM_grid_1_AutoML_4_20260726_212002_model_35,0.0304840114470573,0.0797315605257574,0.1571769996738336,0.0247046092264682
GBM_grid_1_AutoML_4_20260726_212002_model_154,0.0304840114470573,0.0870952816804541,0.1631172327692312,0.0266072316262915
GBM_grid_1_AutoML_4_20260726_212002_model_66,0.0304840114470573,0.0896050897672919,0.1712840995745462,0.029338242767063
GBM_grid_1_AutoML_4_20260726_212002_model_125,0.0321637426900584,0.1013080489460217,0.173874205289416,0.030232239265026
GBM_grid_1_AutoML_4_20260726_212002_model_31,0.0334079880552444,0.102137702929568,0.178023567843972,0.0316923907078973
GBM_grid_1_AutoML_4_20260726_212002_model_83,0.0350877192982456,0.0978446616570765,0.1776031542258795,0.0315428803909815
GBM_grid_1_AutoML_4_20260726_212002_model_81,0.0363319646634316,0.1184728975714801,0.1856885901014918,0.0344802524938798
GBM_grid_1_AutoML_4_20260726_212002_model_25,0.0375762100286176,0.0967041950523338,0.1782692219916246,0.0317799155094991
GBM_grid_1_AutoML_4_20260726_212002_model_85,0.0380116959064327,0.1032302497644391,0.1751735123554718,0.0306857594309526
DeepLearning_grid_2_AutoML_4_20260726_212002_model_3,0.0467836257309941,0.1531784157367198,0.2067457410579218,0.0427438014455892
GBM_grid_1_AutoML_4_20260726_212002_model_24,0.0509518477043673,0.1426945473709582,0.2068127137985835,0.0427714985887348
GBM_grid_1_AutoML_4_20260726_212002_model_8,0.0509518477043673,0.1435599648725569,0.2076484751301826,0.04311788922389
GBM_grid_1_AutoML_4_20260726_212002_model_137,0.0597237775289287,0.1533017406359999,0.2159140170570707,0.046618862761721
DeepLearning_grid_3_AutoML_4_20260726_212002_model_3,0.087719298245614,0.2652287060643137,0.2830026881132422,0.080090521479321
GBM_grid_1_AutoML_4_20260726_212002_model_96,0.1060719173821077,0.2499373806208871,0.2770619073566444,0.0767633005081018
DeepLearning_1_AutoML_4_20260726_212002,0.1578325245738459,0.4415981018600434,0.3701873153205942,0.137038648424269
DeepLearning_grid_1_AutoML_4_20260726_212002_model_12,0.5933184023889511,2.82189584883488,0.7027771150173319,0.4938956733920841
